categories,fund_code,fund_code_descr,departments,organization,organization_descr,program_code,program_code_descr,account,account_descr,fiscal_year,adopted,amended,actual,fiscal_year_descr,row_id
Investment Income,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,11.82,2018  -  2019,FY2019PRG50500FND213DEP13200ACC425100
Investment Income,214,Traffic Impact Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,22741.45,2018  -  2019,FY2019PRG50500FND214DEP13200ACC425100
Investment Income,216,Rental Rehab Program Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,820.09,2018  -  2019,FY2019PRG50500FND216DEP13200ACC425100
Investment Income,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,5455.73,2018  -  2019,FY2019PRG50500FND217DEP13200ACC425100
Investment Income,218,Fire System Dev. Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,556.03,2018  -  2019,FY2019PRG50500FND218DEP13200ACC425100
Investment Income,219,Local Law Enforcement Block Gr,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,117.5,2018  -  2019,FY2019PRG50500FND219DEP13200ACC425100
Investment Income,251,RMRA Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,12019.44,2018  -  2019,FY2019PRG50500FND251DEP13200ACC425100
Investment Income,401,Capital Improvements Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,60008.77,2018  -  2019,FY2019PRG50500FND401DEP13200ACC425100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410100,Secured Property Tax,2019,0,0,2.43,2018  -  2019,FY2019PRG50500FND409DEP13200ACC410100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2019,0,0,1.4,2018  -  2019,FY2019PRG50500FND409DEP13200ACC410120
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2019,0,0,0.11,2018  -  2019,FY2019PRG50500FND409DEP13200ACC410135
Investment Income,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2019,0,0,103.39,2018  -  2019,FY2019PRG50500FND409DEP13200ACC425100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410100,Secured Property Tax,2019,0,0,2.04,2018  -  2019,FY2019PRG50500FND410DEP13200ACC410100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2019,0,0,1.16,2018  -  2019,FY2019PRG50500FND410DEP13200ACC410120
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2019,0,0,0.1,2018  -  2019,FY2019PRG50500FND410DEP13200ACC410135
Intergovernmental,205,HOME Program Fund,Development Services,11320,HOME,20440,HOME Program,430110,HOME Invest. Partnership Grant,2021,505820,505820,0,2020  -  2021,FY2021PRG20440FND205DEP11320ACC430110
Intergovernmental,150,Disaster Fund,Parks and Community Services,14300,Recreation Division,20605,Homeless Outreach,430399,Other County Grants/Programs,2021,0,0,65221.59,2020  -  2021,FY2021PRG20605FND150DEP14300ACC430399
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,20606,Homeless Shelter,445165,3175 Airway Rental,2021,0,172272,22046,2020  -  2021,FY2021PRG20606FND101DEP14300ACC445165
Licenses & Permits,101,General Fund,Public Services,19200,Engineering,30111,Street Maintenance,415170,Street Permits,2021,248844,248844,41145,2020  -  2021,FY2021PRG30111FND101DEP19200ACC415170
Miscellaneous,101,General Fund,Public Services,19200,Engineering,30111,Street Maintenance,455180,Construction Permit Insp. Fees,2021,50000,50000,5625,2020  -  2021,FY2021PRG30111FND101DEP19200ACC455180
Intergovernmental,101,General Fund,Public Services,19500,Maintenance Services,30111,Street Maintenance,430282,Mattress Recycling Council,2021,10000,10000,0,2020  -  2021,FY2021PRG30111FND101DEP19500ACC430282
Charges for Service,101,General Fund,Public Services,19500,Maintenance Services,30111,Street Maintenance,435140,Vacation/Abandonment of R-O-W,2021,750,750,0,2020  -  2021,FY2021PRG30111FND101DEP19500ACC435140
Licenses & Permits,209,Drainage Fees Fund,Public Services,19200,Engineering,30112,Street Improvements,435180,Drainage Assessment Fees,2021,613730,613730,241292.02,2020  -  2021,FY2021PRG30112FND209DEP19200ACC435180
Licenses & Permits,214,Traffic Impact Fees Fund,Public Services,19200,Engineering,30112,Street Improvements,435210,Traffic Impact Fees,2021,50000,50000,2115,2020  -  2021,FY2021PRG30112FND214DEP19200ACC435210
Intergovernmental,415,"Measure ""M2"" Fund",Public Services,19300,Transportation Services,30112,Street Improvements,430312,"Measure ""M2"" Regional Grant",2021,74500,74500,0,2020  -  2021,FY2021PRG30112FND415DEP19300ACC430312
Intergovernmental,101,General Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,430499,Other Governmental Agencies,2021,500000,500000,0,2020  -  2021,FY2021PRG30241FND101DEP19300ACC430499
Rental,101,General Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,445190,Bus Shelter Advertising,2021,100000,100000,0,2020  -  2021,FY2021PRG30241FND101DEP19300ACC445190
Miscellaneous,101,General Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,455250,Bus Shelter Maint Reimb,2021,35000,35000,0,2020  -  2021,FY2021PRG30241FND101DEP19300ACC455250
Intergovernmental,401,Capital Improvements Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,430299,Other State Grants,2021,3312336,3312336,0,2020  -  2021,FY2021PRG30241FND401DEP19300ACC430299
Charges for Service,101,General Fund,Public Services,19500,Maintenance Services,40111,Park Maintenance,435440,Park Permits,2021,50000,50000,0,2020  -  2021,FY2021PRG40111FND101DEP19500ACC435440
Miscellaneous,101,General Fund,Public Services,19200,Engineering,40112,Park Development,450300,Donations,2021,50000,50000,0,2020  -  2021,FY2021PRG40112FND101DEP19200ACC450300
Charges for Service,101,General Fund,Public Services,19500,Maintenance Services,40112,Park Development,435450,Park Improvements,2021,7500,7500,6890,2020  -  2021,FY2021PRG40112FND101DEP19500ACC435450
Licenses & Permits,208,Park Development Fees Fund,Public Services,19200,Engineering,40112,Park Development,435170,Park Development Fees,2021,672869,672869,47144,2020  -  2021,FY2021PRG40112FND208DEP19200ACC435170
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40121,Downtown Recreation Center,445110,"Downtown Community Center,Rent",2021,0,7500,719.58,2020  -  2021,FY2021PRG40121FND101DEP14300ACC445110
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40122,Balearic Community Center,445120,"Balearic Community Center,Rent",2021,0,10000,0,2020  -  2021,FY2021PRG40122FND101DEP14300ACC445120
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40123,Neighborhood Community Center,445130,"Neighborhood Comm Center, Rent",2021,0,42500,0,2020  -  2021,FY2021PRG40123FND101DEP14300ACC445130
Rental,417,Jack Hammett SC Cap Impr Fund,Public Services,19500,Maintenance Services,40205,Jack Hammett,445155,Jack Hammett Field Rental,2021,150750,150750,0,2020  -  2021,FY2021PRG40205FND417DEP19500ACC445155
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40212,Aquatics,435470,Aquatics,2021,63000,63000,0,2020  -  2021,FY2021PRG40212FND101DEP14300ACC435470
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40213,Tennis,445160,"Tennis,Rental",2021,0,46789,3915.13,2020  -  2021,FY2021PRG40213FND101DEP14300ACC445160
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40214,Adult Sports Basketball,435540,Basketball,2021,15750,15750,0,2020  -  2021,FY2021PRG40214FND101DEP14300ACC435540
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40214,Adult Sports Basketball,435541,Adult Open Gym,2021,6750,6750,0,2020  -  2021,FY2021PRG40214FND101DEP14300ACC435541
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40215,Adult Sports Softball,435550,Softball,2021,36000,36000,0,2020  -  2021,FY2021PRG40215FND101DEP14300ACC435550
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40216,Fields/Field Ambassadors,445150,Field Rental,2021,0,44100,0,2020  -  2021,FY2021PRG40216FND101DEP14300ACC445150
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,445180,Golf Course Operations,2021,0,1840000,290916.27,2020  -  2021,FY2021PRG40217FND101DEP14300ACC445180
Investment Income,413,Golf Course Improvement Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,425100,Investment Earnings,2021,1500,1500,0,2020  -  2021,FY2021PRG40217FND413DEP14300ACC425100
Rental,413,Golf Course Improvement Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,445180,Golf Course Operations,2021,100000,100000,14055.6,2020  -  2021,FY2021PRG40217FND413DEP14300ACC445180
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40222,Adult Sports Futsal,435555,Adult Futsal,2021,1650,1650,0,2020  -  2021,FY2021PRG40222FND101DEP14300ACC435555
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40231,Senior Center,435575,Senior Center Charges,2021,10635,10635,0,2020  -  2021,FY2021PRG40231FND101DEP14300ACC435575
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40231,Senior Center,445135,"Senior Center, Rental",2021,0,52500,0,2020  -  2021,FY2021PRG40231FND101DEP14300ACC445135
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40232,Day Camp,435480,Day Camp,2021,183330,183330,0,2020  -  2021,FY2021PRG40232FND101DEP14300ACC435480
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40233,Playgrounds Program,435490,Playgrounds,2021,475000,475000,0,2020  -  2021,FY2021PRG40233FND101DEP14300ACC435490
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40236,Teen Programs,435565,Teen Camp,2021,34000,34000,0,2020  -  2021,FY2021PRG40236FND101DEP14300ACC435565
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40241,Early Childhood,435510,Early Childhood,2021,131328,131328,0,2020  -  2021,FY2021PRG40241FND101DEP14300ACC435510
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40242,Adult Instructional Classes,435520,Instructional Classes,2021,332500,332500,0,2020  -  2021,FY2021PRG40242FND101DEP14300ACC435520
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40249,Community Gardens,445100,"Buildings/Grounds, Rental",2021,0,0,368.32,2020  -  2021,FY2021PRG40249FND101DEP14300ACC445100
Intergovernmental,101,General Fund,Parks and Community Services,14300,Recreation Division,40251,Senior Mobility Program,430399,Other County Grants/Programs,2021,65000,65000,11342.05,2020  -  2021,FY2021PRG40251FND101DEP14300ACC430399
Transfers In,401,Capital Improvements Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2021,2238000,2238000,0,2020  -  2021,FY2021PRG50240FND401DEP90000ACC460100
Transfers In,603,IT Replacement Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2021,1861924,1861924,0,2020  -  2021,FY2021PRG50240FND603DEP90000ACC460100
Charges for Service,101,General Fund,City Manager,11200,City Clerk,50420,Public Records,435580,Photocopies,2021,3300,3300,240,2020  -  2021,FY2021PRG50420FND101DEP11200ACC435580
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410100,Secured Property Tax,2021,28742126,28742126,290364.79,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410100
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410110,Unsecured Property Tax,2021,748065,748065,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410110
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2021,765525,765525,101314.29,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410120
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410130,Homeowners Property Tax,2021,149613,149613,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410130
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2021,15750,15750,8711.37,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410135
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410140,Property Transfer Tax,2021,816560,816560,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410140
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410145,Property Tax In-Lieu of VLF,2021,12931291,12931291,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410145
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410160,Sales Tax,2021,54343382,54343382,5054348.36,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410160
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410170,Sales Tax - Prop 172,2021,1035655,1035655,68245.05,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410170
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410180,Transient Occupancy Tax,2021,4772862,4772862,224925.68,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410180
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410190,Electric Utility Franchise Tax,2021,1234572,1234572,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410190
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410200,Cable TV Franchise Tax,2021,1020392,1020392,50838.55,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410200
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410205,PEG Cable TV Franchise Tax,2021,233759,233759,10167.72,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410205
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410210,Gas Utility Franchise Tax,2021,200406,200406,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410210
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410220,Business License Tax,2021,716250,716250,87726.3,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410220
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410225,Solid WasteHauler Frnchise Tax,2021,2494543,2494543,264916.94,2020  -  2021,FY2021PRG50500FND101DEP13200ACC410225
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415210,Special Business Permits,2021,430,430,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC415210
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415250,Operator's Permits,2021,2100,2100,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC415250
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415999,Other Permits,2021,23039,23039,3667,2020  -  2021,FY2021PRG50500FND101DEP13200ACC415999
Investment Income,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2021,240000,240000,5763.71,2020  -  2021,FY2021PRG50500FND101DEP13200ACC425100
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430205,Motor Vehicle In-Lieu Tax,2021,60000,60000,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC430205
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430285,Reimb. of Mandated Costs,2021,50000,50000,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC430285
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430399,Other County Grants/Programs,2021,172000,172000,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC430399
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435500,Special Events,2021,37800,37800,425,2020  -  2021,FY2021PRG50500FND101DEP13200ACC435500
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435630,Sale of Maps & Publications,2021,200,200,0,2020  -  2021,FY2021PRG50500FND101DEP13200ACC435630
