fiscal_year,adopted,amended,expended,categories,sub_categories,fund_code,departments,organization,organization_descr,program_code,account_groupings,account,fund_code_descr,program_code_descr,account_descr,fiscal_year_descr,row_id
2019,3297,3297,3297,Community Health & Environment,Community Improvement,101,Development Services,18400,Community Improvement,20350,Maintenance and Operations,536100,General Fund,Code Enforcement,Internal Rent - Maintenance,2018  -  2019,FY2019PRG20350FND101DEP18400ACC536100
2019,5646,5646,5646,Community Health & Environment,Community Improvement,101,Development Services,18400,Community Improvement,20350,Maintenance and Operations,536200,General Fund,Code Enforcement,Internal Rent - Repl Cost,2018  -  2019,FY2019PRG20350FND101DEP18400ACC536200
2019,0,6612,6475.79,Community Health & Environment,Community Improvement,101,Development Services,18400,Community Improvement,20350,Fixed Assets,590800,General Fund,Code Enforcement,Other Equipment,2018  -  2019,FY2019PRG20350FND101DEP18400ACC590800
2019,137630,137630,71826.77,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501200,CDBG Fund,Code Enforcement,Regular Salaries - Non-Sworn,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501200
2019,0,0,231.54,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501300,CDBG Fund,Code Enforcement,Regular Salaries - Part-Time,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501300
2019,5000,5000,2679.28,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501400,CDBG Fund,Code Enforcement,Overtime,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501400
2019,0,0,16.36,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501700,CDBG Fund,Code Enforcement,Holiday Allowance,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501700
2019,1700,2600,2431.15,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510100,General Fund,Early Childhood,Stationery and Office,2018  -  2019,FY2019PRG40241FND101DEP14300ACC510100
2019,500,500,499,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510200,General Fund,Early Childhood,"Multi-Media, Promos, Subscrpt.",2018  -  2019,FY2019PRG40241FND101DEP14300ACC510200
2019,2500,4300,3954.17,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510300,General Fund,Early Childhood,Small Tools and Equipment,2018  -  2019,FY2019PRG40241FND101DEP14300ACC510300
2019,1200,1000,981,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510400,General Fund,Early Childhood,Uniforms and Clothing,2018  -  2019,FY2019PRG40241FND101DEP14300ACC510400
2019,0,0,13.47,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501800,CDBG Fund,Code Enforcement,Separation Pay-Off,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501800
2019,0,0,1048.38,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,501900,CDBG Fund,Code Enforcement,Other Compensation,2018  -  2019,FY2019PRG20350FND207DEP18400ACC501900
2019,34445,34445,17845.82,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,505100,CDBG Fund,Code Enforcement,Cafeteria Plan,2018  -  2019,FY2019PRG20350FND207DEP18400ACC505100
2019,1996,1996,1106.41,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,505200,CDBG Fund,Code Enforcement,Medicare,2018  -  2019,FY2019PRG20350FND207DEP18400ACC505200
2019,46940,46940,26737.61,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,505300,CDBG Fund,Code Enforcement,Retirement,2018  -  2019,FY2019PRG20350FND207DEP18400ACC505300
2019,161,161,161,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,505800,CDBG Fund,Code Enforcement,Unemployment,2018  -  2019,FY2019PRG20350FND207DEP18400ACC505800
2019,1431,1431,1431,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Salaries and Benefits,505900,CDBG Fund,Code Enforcement,Workers' Compensation,2018  -  2019,FY2019PRG20350FND207DEP18400ACC505900
2019,5858,5858,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,510100,CDBG Fund,Code Enforcement,Stationery and Office,2018  -  2019,FY2019PRG20350FND207DEP18400ACC510100
2019,1050,1050,908.02,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510500,General Fund,Early Childhood,Safety and Health,2018  -  2019,FY2019PRG40241FND101DEP14300ACC510500
2019,200,200,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,510600,General Fund,Early Childhood,Maintenance and Construction,2018  -  2019,FY2019PRG40241FND101DEP14300ACC510600
2019,2503,2503,1884,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,530800,General Fund,Early Childhood,Recreation,2018  -  2019,FY2019PRG40241FND101DEP14300ACC530800
2019,400,900,885,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40241,Maintenance and Operations,535400,General Fund,Early Childhood,External Rent,2018  -  2019,FY2019PRG40241FND101DEP14300ACC535400
2019,12218,12218,10856.53,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Salaries and Benefits,501200,General Fund,Adult Instructional Classes,Regular Salaries - Non-Sworn,2018  -  2019,FY2019PRG40242FND101DEP14300ACC501200
2019,0,20,9.66,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Salaries and Benefits,501400,General Fund,Adult Instructional Classes,Overtime,2018  -  2019,FY2019PRG40242FND101DEP14300ACC501400
2019,2340,2340,2101.49,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Salaries and Benefits,505100,General Fund,Adult Instructional Classes,Cafeteria Plan,2018  -  2019,FY2019PRG40242FND101DEP14300ACC505100
2019,177,177,170.4,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Salaries and Benefits,505200,General Fund,Adult Instructional Classes,Medicare,2018  -  2019,FY2019PRG40242FND101DEP14300ACC505200
2021,43988,43988,0,General Government Support,City Clerk,101,City Manager,11200,City Clerk,50420,Salaries and Benefits,505100,General Fund,Public Records,Cafeteria Plan,2020  -  2021,FY2021PRG50420FND101DEP11200ACC505100
2019,4320,4320,4195.47,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Salaries and Benefits,505300,General Fund,Adult Instructional Classes,Retirement,2018  -  2019,FY2019PRG40242FND101DEP14300ACC505300
2019,7000,7000,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,510300,CDBG Fund,Code Enforcement,Small Tools and Equipment,2018  -  2019,FY2019PRG20350FND207DEP18400ACC510300
2019,4000,4000,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,510400,CDBG Fund,Code Enforcement,Uniforms and Clothing,2018  -  2019,FY2019PRG20350FND207DEP18400ACC510400
2019,1000,1000,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,520600,CDBG Fund,Code Enforcement,Mileage Reimbursement,2018  -  2019,FY2019PRG20350FND207DEP18400ACC520600
2019,2500,2500,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,525600,CDBG Fund,Code Enforcement,Office Furniture,2018  -  2019,FY2019PRG20350FND207DEP18400ACC525600
2019,4786,4786,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,530200,CDBG Fund,Code Enforcement,Consulting,2018  -  2019,FY2019PRG20350FND207DEP18400ACC530200
2019,454,454,1283.49,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,536100,CDBG Fund,Code Enforcement,Internal Rent - Maintenance,2018  -  2019,FY2019PRG20350FND207DEP18400ACC536100
2019,560,560,373.36,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,536200,CDBG Fund,Code Enforcement,Internal Rent - Repl Cost,2018  -  2019,FY2019PRG20350FND207DEP18400ACC536200
2019,1239,1239,1239,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Maintenance and Operations,540100,CDBG Fund,Code Enforcement,General Liability,2018  -  2019,FY2019PRG20350FND207DEP18400ACC540100
2019,350,350,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Maintenance and Operations,510100,General Fund,Adult Instructional Classes,Stationery and Office,2018  -  2019,FY2019PRG40242FND101DEP14300ACC510100
2019,12300,12300,14434.35,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40242,Maintenance and Operations,520100,General Fund,Adult Instructional Classes,Postage,2018  -  2019,FY2019PRG40242FND101DEP14300ACC520100
2019,2340,2340,2101.49,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Salaries and Benefits,505100,General Fund,Youth Instructional Classes,Cafeteria Plan,2018  -  2019,FY2019PRG40243FND101DEP14300ACC505100
2019,177,177,170.45,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Salaries and Benefits,505200,General Fund,Youth Instructional Classes,Medicare,2018  -  2019,FY2019PRG40243FND101DEP14300ACC505200
2019,4320,4320,4195.47,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Salaries and Benefits,505300,General Fund,Youth Instructional Classes,Retirement,2018  -  2019,FY2019PRG40243FND101DEP14300ACC505300
2019,100,100,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Maintenance and Operations,510100,General Fund,Youth Instructional Classes,Stationery and Office,2018  -  2019,FY2019PRG40243FND101DEP14300ACC510100
2019,35264,53914,53910.75,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Maintenance and Operations,510200,General Fund,Youth Instructional Classes,"Multi-Media, Promos, Subscrpt.",2018  -  2019,FY2019PRG40243FND101DEP14300ACC510200
2019,1000,350,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40243,Maintenance and Operations,510300,General Fund,Youth Instructional Classes,Small Tools and Equipment,2018  -  2019,FY2019PRG40243FND101DEP14300ACC510300
2019,5000,5000,0,Community Health & Environment,Community Improvement,207,Development Services,18400,Community Improvement,20350,Fixed Assets,590800,CDBG Fund,Code Enforcement,Other Equipment,2018  -  2019,FY2019PRG20350FND207DEP18400ACC590800
2019,600,600,500,Community Health & Environment,Planning,101,Development Services,18200,Planning,20360,Salaries and Benefits,505500,General Fund,Planning Commission,Executive Prof Development,2018  -  2019,FY2019PRG20360FND101DEP18200ACC505500
2019,3000,3800,3990.47,Community Health & Environment,Planning,101,Development Services,18200,Planning,20360,Maintenance and Operations,520500,General Fund,Planning Commission,Business Meetings,2018  -  2019,FY2019PRG20360FND101DEP18200ACC520500
2019,24000,24000,24800,Community Health & Environment,Planning,101,Development Services,18200,Planning,20360,Maintenance and Operations,520800,General Fund,Planning Commission,Board Member Fees,2018  -  2019,FY2019PRG20360FND101DEP18200ACC520800
2019,1047685,1047685,1070776.21,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501200,General Fund,Building Safety,Regular Salaries - Non-Sworn,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501200
2019,225554,177450,71207.72,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501300,General Fund,Building Safety,Regular Salaries - Part-Time,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501300
2019,50000,60000,33906.61,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501400,General Fund,Building Safety,Overtime,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501400
2019,2828,2828,0,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501500,General Fund,Building Safety,Accrual Payoff - Excess Max.,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501500
2019,8580,8580,7157.96,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501600,General Fund,Building Safety,Vacation/Comp. Time Cash Out,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501600
2019,2278,2278,2577.05,Protection of Persons and Prop,Other Public Safety Services,101,Development Services,18300,Building Safety,20410,Salaries and Benefits,501700,General Fund,Building Safety,Holiday Allowance,2018  -  2019,FY2019PRG20410FND101DEP18300ACC501700
